question,gold_answer,best_width,best_retrieval_f1,length_ratio,num_entities,sentence_complexity,keyword_density,sentiment_strength,dependency_depth,multi_entity_flag,pronoun_density,verb_density,question_word_what,question_word_how,question_word_why,correct_widths
When was the second album by Jason Daunt's band released?,"May 4, 2004",2,0.5714,0.6325992687696624,2.0,0.0,0.4166666666666667,0.0,6.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,2,0.5714,1.075418756908426,0.0,0.0,0.1666666666666666,0.6369,9.0,0.0,0.1666666666666666,0.1666666666666666,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
University of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having James B. Simmons House has more national championships?,University of South Carolina,2,0.8889,1.8977978063089875,3.0,2.0,0.5161290322580645,0.8008,13.0,1.0,0.0,0.1290322580645161,1.0,0.0,0.0,"[2, 4, 5, 6, 7]"
The Pluralist school is said to have included what creator of the theory of atomism? ,Leucippus,2,0.5714,0.9488989031544935,0.0,1.0,0.3125,0.0,7.0,0.0,0.0625,0.125,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
W. Tresper Clarke High School is in what county?,Nassau County,2,1.0,0.5693393418926962,1.0,0.0,0.6,0.0,4.0,0.0,0.1,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What 2014 Ottawa Fury goalkeeper coach missed a shot deflected off Ronnie Whelan in the 1987 Football League Cup Final?,Bruce Grobbelaar,2,0.5714,1.2651985375393249,3.0,0.0,0.5238095238095238,0.7096,7.0,1.0,0.0476190476190476,0.0952380952380952,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What is the population of the town that starts with the letter ""B"" that is connected by State Route 582 to Las Vegas?","15,023",2,1.0,1.4549783181702236,2.0,2.0,0.3076923076923077,0.0,11.0,0.0,0.1153846153846153,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 5, 6, 7, 8, 9]"
How many seats does the jet airliner with which Boeing 777X was intended to compete have?,280 to 366,2,0.5714,1.01215883003146,2.0,2.0,0.3529411764705882,0.0,5.0,0.0,0.0588235294117647,0.1764705882352941,1.0,1.0,0.0,"[2, 3, 5, 6, 7, 8, 9]"
"Which English crime writer wrote the 2005 psychological thriller ""The Devil's Feather""?",Minette Walters,2,1.0,0.7591191225235949,2.0,0.0,0.4375,0.4767,5.0,0.0,0.0625,0.0625,1.0,0.0,0.0,"[2, 3, 4, 5, 7, 8, 9]"
Petroglyphs on Ingaro isalnd indicate it has been innhabited since an era that lasted until what year?,500 BC,2,1.0,1.075418756908426,1.0,2.0,0.2777777777777778,0.0,8.0,0.0,0.1666666666666666,0.1666666666666666,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Be Quick '28  football club is locayed in what province?,Overijssel,2,1.0,0.6325992687696624,1.0,1.0,0.3076923076923077,0.0,5.0,0.0,0.0769230769230769,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who played the crime boss considered the father of modern organized crime in the 1997 drama Hoodlum?,Andy García,2,0.5714,1.075418756908426,1.0,0.0,0.3888888888888889,0.6808,6.0,0.0,0.0555555555555555,0.1666666666666666,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What was the capital of the state where WEKL operates, before the city where Blackberry Smoke was formed?",Milledgeville,2,0.8571,1.1386786837853924,0.0,2.0,0.3,0.0,6.0,0.0,0.05,0.1,1.0,0.0,0.0,"[2, 4, 5, 6, 7, 8]"
What was the wettest year in the second largest city in the state where Yuma's Library District is located?,1905,2,0.8571,1.2019386106623586,3.0,1.0,0.3809523809523809,0.0,7.0,1.0,0.0476190476190476,0.0476190476190476,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What league was the team that Jose Cancela was a member of in?,Major League Soccer,2,0.5714,0.8223790494005612,1.0,1.0,0.3571428571428571,0.0,6.0,0.0,0.1428571428571428,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8]"
"Which film has the director born later, The Cowboy'S Flute or The White Slave (Film)?",Cowboy's Flute,2,0.6667,0.9488989031544935,0.0,2.0,0.35,0.0,5.0,0.0,0.0,0.1,1.0,0.0,0.0,"[2, 3, 4, 5, 7, 8, 9]"
SpongeBob SquarePants 4D: The Great Jelly Rescue was a sequel to which cel-shaded film found at aquariums and theme parks?,SpongeBob SquarePants 4-D,2,0.2857,1.2651985375393249,1.0,2.0,0.5416666666666666,0.8126,7.0,0.0,0.0416666666666666,0.0833333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?,1905,2,0.75,1.3284584644162911,2.0,2.0,0.4545454545454545,0.0,9.0,0.0,0.0909090909090909,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who made a spoof of the Radiohead's fourth studio album?,The Shirehorses,2,0.5714,0.6325992687696624,1.0,0.0,0.4166666666666667,0.0,6.0,0.0,0.0833333333333333,0.0833333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"In what year did the man who shot the Chris Stockley, of The Dingoes, die?",1987,2,0.5714,0.9488989031544935,2.0,2.0,0.2777777777777778,0.5994,6.0,0.0,0.0555555555555555,0.1666666666666666,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"When did Karl, Duke Of Schleswig-Holstein-Sonderburg-Glücksburg's father die?",17 February 1831,2,0.5714,0.50607941501573,1.0,0.0,0.4117647058823529,0.5994,8.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,"[2, 3, 4, 6, 9]"
When was the creator of Saddle Rash born?,"October 10, 1969",2,0.5714,0.50607941501573,0.0,0.0,0.3333333333333333,0.4019,5.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"According to QS World University Rankings, what is the ranking of the place that employed Said Ashour?",551-600,2,0.5714,1.075418756908426,0.0,2.0,0.3684210526315789,0.0,6.0,0.0,0.1052631578947368,0.1578947368421052,1.0,0.0,0.0,"[2, 3, 4, 6, 7, 8, 9]"
Mount Gunnison was named in honor of an explorer born in what year?,1812,2,0.5714,0.8223790494005612,1.0,0.0,0.3571428571428571,0.4939,9.0,0.0,0.0714285714285714,0.1428571428571428,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who is the federal leader of the party in which John Lynch-Staunton held a position?,Andrew Scheer,2,0.5714,0.9488989031544935,1.0,1.0,0.3888888888888889,0.4019,7.0,0.0,0.1111111111111111,0.0555555555555555,1.0,0.0,0.0,"[2, 3, 6, 7, 9]"
What field does the author of Parallel Worlds work in?,physic,2,0.5714,0.6325992687696624,0.0,0.0,0.3636363636363636,0.0,5.0,0.0,0.0,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Spill.com gave their final review for a movie directed by who?,John Lee Hancock,2,0.5714,0.6958591956466287,0.0,0.0,0.25,0.0,7.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Where was the place of death of Teofila Ludwika Zasławska's father?,Stare Selo,2,0.6667,0.6958591956466287,2.0,0.0,0.4615384615384615,0.5994,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 6]"
"Who won more awards, Brothers Quay or Jake Kasdan?",Brothers Quay,2,0.6667,0.5693393418926962,2.0,1.0,0.5454545454545454,0.7902,5.0,0.0,0.0909090909090909,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
Caleb Kelly plays for a football team with whom as head coach?,Lincoln Riley,2,1.0,0.7591191225235949,1.0,0.0,0.4615384615384615,0.25,6.0,0.0,0.0769230769230769,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who wrote the song The Story sung by the performer of Give Up the Ghost?,Phil Hanseroth,2,0.5714,0.9488989031544935,0.0,1.0,0.25,0.3182,8.0,0.0,0.0625,0.1875,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
How many episodes are in season 5 of the series with The Bag or the Bat?,12,2,0.5714,1.01215883003146,1.0,1.0,0.3529411764705882,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?,French mathematician and physicist,2,0.5714,1.3284584644162911,0.0,2.0,0.4090909090909091,0.3818,12.0,0.0,0.0454545454545454,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
"What year was the man, who is credited for developing a Crescograph, born?",1858,2,0.6667,0.8223790494005612,1.0,1.0,0.1875,0.3612,7.0,0.0,0.0625,0.1875,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 8, 9]"
"Where is a television transmitter located in Topeka, KS?",on Windy Hill Road in Maple Hill,2,0.5714,0.5693393418926962,1.0,0.0,0.3636363636363636,0.0,5.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,"[2, 4, 9]"
"The head coach for the defensive backs coach, Peter Giunta, led what professional football team to two Super Bowl victories against the New England Patriots?",New York Giants,2,1.0,1.581498171924156,2.0,0.0,0.5714285714285714,0.5859,6.0,0.0,0.0357142857142857,0.0357142857142857,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which French aristocrat and military officer who fought in the American Revolutionary War visited this historic home located at Enfield, Halifax County, North Carolina, known as The Cellar?",Marquis de Lafayette,2,1.0,1.7712779525550548,5.0,4.0,0.46875,0.7351,9.0,1.0,0.03125,0.125,1.0,0.0,0.0,"[2, 4, 5, 6, 7, 8]"
What is the date of birth of Xavier Tanner's father?,24 August 1921,2,0.5714,0.6325992687696624,0.0,0.0,0.4166666666666667,0.0,8.0,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
To what division does the language that comprises the standard pronunciation of Catalan belong?,Eastern block,2,0.6667,0.8856389762775274,0.0,1.0,0.4,0.0,8.0,0.0,0.1333333333333333,0.0666666666666666,1.0,0.0,0.0,"[2, 7, 9]"
Who did the person Sarah married to in the bible marry after the death of Sarah?,Keturah,2,0.5714,1.01215883003146,2.0,1.0,0.3529411764705882,0.5994,6.0,0.0,0.0588235294117647,0.0588235294117647,1.0,0.0,0.0,[2]
"Which writer of French descent actually lived in France, Maurice Level or John Dufresne?",Maurice Level,2,1.0,0.8856389762775274,3.0,2.0,0.5,0.0,6.0,1.0,0.0,0.0625,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What label was responsible for the performer of Live Life Loud?,Fair Trade Services,2,0.5714,0.6958591956466287,0.0,0.0,0.5,0.3182,7.0,0.0,0.0,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 8]"
William Bromley-Davenport held political office under the Prime Minister who was of which party?,Conservative,2,1.0,0.8856389762775274,1.0,1.0,0.4705882352941176,0.4019,7.0,0.0,0.0588235294117647,0.0588235294117647,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which band has more members, Test Icicles or X Ambassadors?",X Ambassadors,2,0.6667,0.6325992687696624,0.0,2.0,0.5,0.0,5.0,0.0,0.0,0.0833333333333333,1.0,0.0,0.0,[2]
When was the son of Kingsley Amis born ?,1949,2,1.0,0.5693393418926962,1.0,0.0,0.3333333333333333,0.0,6.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Are director of film Captain Fracasse (1940 Film) and director of film Sexycop from the same country?,yes,2,0.8889,1.075418756908426,1.0,1.0,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 3, 4, 5, 7, 8, 9]"
"What relative of Charles Hirshberg made important contributions to the study of solar wind particles and fields, as well as sun-Earth relations; and magnetospheric physics?",Joan Feynman,2,1.0,1.581498171924156,1.0,3.0,0.5,0.4404,7.0,0.0,0.0333333333333333,0.0333333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Are Colocasia and Coronilla both flowering plants?,yes,2,1.0,0.4428194881387637,1.0,1.0,0.375,0.0,3.0,0.0,0.0,0.125,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
From what nation is the football player who was named Man of the Match at the 2001 Intercontinental Cup?,Ghana,2,1.0,1.2019386106623586,1.0,1.0,0.35,0.0,8.0,0.0,0.1,0.05,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Which movie came out first Baseball or Tunisian Victory ?,Tunisian Victory,2,0.5,0.6325992687696624,2.0,1.0,0.5,0.0,4.0,0.0,0.0,0.1,1.0,0.0,0.0,"[2, 3, 4, 5, 8]"
What's the largest med school in what was the nobilities commonwealth?,Medical University of Warsaw,2,0.2857,0.6958591956466287,0.0,0.0,0.3846153846153846,0.0,6.0,0.0,0.1538461538461538,0.0,1.0,0.0,0.0,[2]
"For which film did the Director team with NASA scientists, Aliens of the Deep or Poetry in Motion?",Aliens of the Deep,2,0.5714,1.1386786837853924,1.0,1.0,0.45,0.0,9.0,0.0,0.0,0.05,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Are both ""Cooking Light"" and ""Vibe"" magazines?",yes,2,1.0,0.4428194881387637,0.0,0.0,0.3333333333333333,0.0,4.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,"[2, 3, 4, 6, 7, 8, 9]"
Matt McKenzie had a role on the television show that focused on the lives of teenage friends from what Wisconsin town?,Point Place,2,0.5714,1.3284584644162911,2.0,1.0,0.4545454545454545,0.6908,10.0,0.0,0.0909090909090909,0.0909090909090909,1.0,1.0,0.0,"[2, 4, 5, 7, 8, 9]"
"Which magazine ran for only one year, Kilobaud Microcomputing or Humbug?",Humbug,2,0.5714,0.6958591956466287,1.0,2.0,0.3846153846153846,0.0,5.0,0.0,0.0,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7]"
"What is the nickname of this American retired airline captain celebrated for his water landing with Jeffrey Skiles, after a bird strike and being unable to reach an airport?",Sully,2,0.5714,1.834537879432021,2.0,2.0,0.3870967741935484,0.5106,7.0,0.0,0.064516129032258,0.0967741935483871,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Luke Null is an actor who was on the program that premiered its 43rd season on which date?,"September 30, 2017",2,1.0,1.1386786837853924,2.0,2.0,0.3684210526315789,0.0,8.0,0.0,0.2105263157894736,0.0526315789473684,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Were Stanley Kubrick and Elio Petri from different countries?,yes,2,0.5714,0.5693393418926962,1.0,1.0,0.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which film came out first, La Casa Stregata or I Bury The Living?",I Bury The Living,2,0.5714,0.8223790494005612,1.0,2.0,0.3333333333333333,0.0,4.0,0.0,0.0666666666666666,0.1333333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
The ghetto that George Kadish documented held how many people at its peak?,"29,000",2,1.0,0.8223790494005612,1.0,1.0,0.4285714285714285,0.0,5.0,0.0,0.1428571428571428,0.1428571428571428,0.0,1.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
"Which film has the director who died later, Sensation In Savoy or Devasuram?",Devasuram,2,0.8889,0.8223790494005612,0.0,3.0,0.3333333333333333,0.5574,6.0,0.0,0.0666666666666666,0.1333333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Where was the think tank founded by a neoconservative political analyst born in 1952 established?,"Washington, D.C.",2,0.5714,0.9488989031544935,1.0,0.0,0.3125,0.0,8.0,0.0,0.0,0.1875,0.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What was the version of the language where the last name Sylvester originates, used in the era of Fastrada's spouse, later known as?",Medieval Latin,2,0.75,1.4549783181702236,2.0,0.0,0.3333333333333333,0.0,9.0,0.0,0.037037037037037,0.074074074074074,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What sport do The Basham Brothers and Doug Basham have in common?,wrestling,2,1.0,0.7591191225235949,1.0,1.0,0.4615384615384615,0.0,4.0,0.0,0.0,0.0769230769230769,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"A play that was first performed on February 16th, 1728, at the Theatre Royal, was written by an English novelist who was also the author of what novel?",Tom Jones,2,1.0,1.7712779525550548,3.0,2.0,0.28125,0.5719,8.0,1.0,0.09375,0.0625,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Not Richard, But Dick was an album by the band formed in what city?",Philadelphia,2,1.0,0.8856389762775274,1.0,1.0,0.3125,0.5504,9.0,0.0,0.0625,0.0625,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"On which 2012 American military science fiction action film, directed by Peter Berg, did Jason Snell work? ",Battleship,2,0.5714,1.075418756908426,4.0,0.0,0.55,0.0,7.0,1.0,0.05,0.05,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
" Who was born earlier, Simone Bolelli or Caroline Wozniacki?",Simone Bolelli,2,1.0,0.5693393418926962,2.0,2.0,0.3333333333333333,0.0,4.0,0.0,0.0833333333333333,0.0833333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who married the publisher of abolitionist newspaper The North Star?,Helen Pitts Douglass,2,0.5714,0.6325992687696624,0.0,0.0,0.4545454545454545,0.0,6.0,0.0,0.0909090909090909,0.0909090909090909,1.0,0.0,0.0,[2]
"What is the nick name of this former American professional football player who played as a linebacker for the Seattle Seahawks in the National Football League (NFL) and appeared on the American detective television ""Lawless?""",The Boz,2,0.5714,2.2140974406938185,4.0,2.0,0.45,0.34,12.0,1.0,0.05,0.05,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Christopher de Haro provided the financial backing to what Portuguese explorer who organised the Spanish expedition to the East Indies from 1519 to 1522? ,Ferdinand Magellan,2,1.0,1.5182382450471898,4.0,1.0,0.44,0.0258,7.0,1.0,0.08,0.08,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which film has more writers, Splash or Christopher Robin?",Christopher Robin,2,0.6667,0.5693393418926962,1.0,2.0,0.5454545454545454,0.0,5.0,0.0,0.0,0.0909090909090909,1.0,0.0,0.0,"[2, 6]"
"Which film has the director who died later, Anna And Elizabeth or Talentime?",Talentime,2,0.3333,0.8223790494005612,2.0,4.0,0.3333333333333333,0.5574,6.0,0.0,0.0666666666666666,0.1333333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Do both films: Illusion (1929 Film) and Melancholie Der Engel have the directors from the same country?,yes,2,0.6667,1.075418756908426,2.0,1.0,0.4285714285714285,0.0,4.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,[2]
What university did the author of The Secret World of Og go to?,University of British Columbia,2,0.5714,0.8223790494005612,0.0,0.0,0.2857142857142857,0.0,7.0,0.0,0.0714285714285714,0.1428571428571428,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What German computer repair technician may have inspired Diary of a Cannibal,Armin Meiwes,2,0.5714,0.7591191225235949,1.0,0.0,0.5,0.4939,5.0,0.0,0.0833333333333333,0.0833333333333333,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Æthelweard was an author of a Latin version of which collection of Old English annals?,Anglo-Saxon Chronicle,2,1.0,0.9488989031544935,2.0,0.0,0.5,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
what city will host the event in which marie gisele eleme asse won twoo medals in 2017,Abidjan,2,1.0,1.075418756908426,2.0,1.0,0.4705882352941176,0.5719,5.0,0.0,0.0588235294117647,0.1176470588235294,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Edwards won a primary in a state excluding the state where a jury sentenced Demarcus Sears to death. Who has more national championships between that state's university and Fort Hill's city's university?,University of South Carolina,2,1.0,2.02431766006292,1.0,2.0,0.4594594594594595,0.4902,8.0,0.0,0.027027027027027,0.1081081081081081,1.0,0.0,0.0,[2]
Who is the owner of the record label of the performer responsible for the album Just Got Started Lovin' You?,Warner Music Group,2,0.75,1.2651985375393249,0.0,1.0,0.2857142857142857,0.3182,10.0,0.0,0.0952380952380952,0.0476190476190476,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"Which is a comedy film, The Million Dollar Duck or Don Quixote?",The Million Dollar Duck,2,1.0,0.7591191225235949,2.0,2.0,0.4285714285714285,0.3612,5.0,0.0,0.0714285714285714,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What date did the Governor of the city where the basilica that is named after the same person as the Bremen Cathedral and the head of the catholic religion is located end?,1952,2,0.8571,2.02431766006292,1.0,2.0,0.3636363636363636,0.0,12.0,0.0,0.0303030303030303,0.0909090909090909,1.0,0.0,0.0,"[2, 3, 4, 6, 8]"
On what date did the creator of Peace Concluded die?,13 August 1896,2,0.5714,0.6325992687696624,0.0,1.0,0.2727272727272727,0.1027,4.0,0.0,0.0,0.1818181818181818,1.0,0.0,0.0,[2]
"What's the name of the fantasy film starring Sarah Bolger, featuring a New England family who discover magical creatures around their estate?",The Spiderwick Chronicles,2,1.0,1.3917183912932574,1.0,1.0,0.44,0.0,7.0,0.0,0.12,0.12,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
The film series created by the team up of Robert Rodriguez and Ethan Maniquis created it lead character from a character in what other films series?,Spy Kids,2,0.5714,1.6447580988011223,2.0,2.0,0.4444444444444444,0.4588,8.0,0.0,0.074074074074074,0.1111111111111111,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Carrie Coon plays Margo Dunne in a 2014 film set in what state?,Missouri,2,1.0,0.8223790494005612,2.0,0.0,0.4285714285714285,0.25,7.0,0.0,0.0714285714285714,0.1428571428571428,1.0,0.0,0.0,"[2, 4, 5, 6, 7, 8, 9]"
Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,2,0.5714,1.01215883003146,0.0,1.0,0.2941176470588235,0.8268,5.0,0.0,0.1176470588235294,0.1176470588235294,1.0,0.0,0.0,"[2, 6, 8, 9]"
Who was the secretary to the Winter Queen?,Sir Francis Nethersole,2,0.5714,0.50607941501573,0.0,0.0,0.3333333333333333,0.0,4.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Tim O'Kelly was cast in a film because he resembled a killer nicknamed what?,Texas Tower Sniper,2,0.5714,0.8856389762775274,1.0,0.0,0.2,0.6486,5.0,0.0,0.1333333333333333,0.2,0.0,0.0,0.0,"[2, 3, 6, 7, 8]"
Are the bands Tiger Please and Black Rebel Motorcycle Club from the same country? ,no,2,1.0,0.8856389762775274,0.0,1.0,0.5333333333333333,0.1779,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 3, 4, 7, 8, 9]"
"In a 2010 study, what modern population is most closely related to the group that represents the majority of modern Jewry?",modern-day Italians,2,1.0,1.3284584644162911,1.0,1.0,0.3478260869565217,0.0,8.0,0.0,0.0869565217391304,0.0434782608695652,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What is the date of death of Prince Michel Of Bourbon-Parma's mother?,18 September 1992,2,0.5714,0.7591191225235949,0.0,0.0,0.4375,0.5994,10.0,0.0,0.0625,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What is the mascot of William J. Ripple's university?,Benny Beaver,2,0.5714,0.5693393418926962,1.0,0.0,0.4545454545454545,0.0,6.0,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,[2]
"How many records did the boy band who released ""Said and Done"" sell worldwide as of 2013?",25 million,2,0.5714,1.075418756908426,1.0,3.0,0.2,0.0,6.0,0.0,0.05,0.2,1.0,1.0,0.0,"[2, 3, 4, 5, 6, 7, 9]"
Marco de la O stars in the title role of El Chapo which premiered on which network in April 2017?,Univision,2,0.5714,1.2651985375393249,3.0,1.0,0.3809523809523809,0.0,11.0,1.0,0.0476190476190476,0.0952380952380952,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
Who started the organization that founded Defective by Design?,Richard Stallman,2,0.5714,0.5693393418926962,0.0,1.0,0.3,0.4404,5.0,0.0,0.2,0.2,1.0,0.0,0.0,[2]
"""wild combination"" was a film about a man who was an American cellist, composer, producer and singer, who is he?",Arthur Russell,2,1.0,1.2651985375393249,1.0,5.0,0.3461538461538461,0.0,9.0,0.0,0.1153846153846153,0.0,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"In True Grit, who did the star play?",U.S. Marshal Rooster Cogburn,2,0.3333,0.50607941501573,0.0,1.0,0.3,0.6369,5.0,0.0,0.1,0.1,1.0,0.0,0.0,"[2, 4]"
What Danish drama thriller which takes place in both Denmark and Africa was produced by Sisse Graum Jørgensen?,In a Better World,2,0.5714,1.1386786837853924,2.0,2.0,0.4736842105263157,0.1027,7.0,0.0,0.1052631578947368,0.1052631578947368,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
The city which contains Broadhurst Park shares a border with what town?,Middleton,2,0.5714,0.7591191225235949,0.0,1.0,0.4615384615384615,0.296,7.0,0.0,0.1538461538461538,0.0769230769230769,1.0,0.0,0.0,"[2, 4]"
When was the organization that manufactured BAe 146 abolished?,30 November 1999,2,0.5714,0.5693393418926962,1.0,2.0,0.2,0.0,5.0,0.0,0.1,0.2,0.0,0.0,0.0,[2]
Black Pearl was a South Korean girl group who were known to follow the steps of what Norwegian pop music duo comprising Marit Larsen and Marion Raven?,M2M,2,0.5714,1.7080180256780886,2.0,3.0,0.5,0.0,10.0,0.0,0.0714285714285714,0.1428571428571428,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
The Un-Americans contained which wrestler who also went by what TNA Wrestling name?,Andrew Martin,2,1.0,0.8223790494005612,1.0,1.0,0.4375,0.0,7.0,0.0,0.125,0.125,1.0,0.0,0.0,"[2, 8]"
Jesús Dautt is a Mexican professional footballer who is on loan from a club founded on what date?,28 June 1945,2,1.0,1.1386786837853924,2.0,1.0,0.4210526315789473,0.0,9.0,0.0,0.1052631578947368,0.0526315789473684,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
"What team had Tony Roberts replaced by an American sportscaster from Buffalo, New York when he retired?",Notre Dame Fighting Irish football,2,0.5714,1.075418756908426,3.0,0.0,0.4210526315789473,0.0,9.0,1.0,0.0526315789473684,0.1578947368421052,1.0,0.0,0.0,"[2, 3, 4, 5, 9]"
"Which film was released more recently, Circus Of Love or The Kiss Of Evil?",The Kiss Of Evil,2,1.0,0.8856389762775274,0.0,1.0,0.3125,0.3818,5.0,0.0,0.0,0.0625,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
What county is Keene High School located in?,Cheshire County,2,0.5714,0.50607941501573,0.0,0.0,0.4444444444444444,0.0,4.0,0.0,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,"[2, 3, 4, 5, 6, 7, 8, 9]"
